"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4269","Check errors displayed if password has invalid pattern Case: [password not contains uppercase symbols]","","2026-06-01","passed","2026-06-01","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfPasswordHasInvalidPatternTest"
"","874","Can get all artist","","2026-06-01","passed","2026-06-01","","[GRPC] Artists tests","org.rococo.tests.tests.fake.grpc.ArtistGrpcTest","canGetAllArtistsTest"
"","320","Can not update museum name to exist","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canNotUpdateMuseumNameToExistTest"
"","629","Can not update painting with unknown artist","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canNotUpdatePaintingWithUnknownArtistTest"
"","519","Can get all museum","","2026-06-01","passed","2026-06-01","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canGetAllMuseumsTest"
"","370","Can not create painting with unknown museum","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canNotUpdatePaintingWithUnknownMuseumTest"
"","47","Returns Optional.empty() if search painting by unknown title","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetEmptyPaintingByUnknownTitleTest"
"","136","Can create artist","","2026-06-01","passed","2026-06-01","","[GRPC] Artists tests","org.rococo.tests.tests.fake.grpc.ArtistGrpcTest","canCreateArtistTest"
"","618","Can not update painting with unknown artist","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canNotUpdatePaintingWithUnknownArtistTest"
"","1014","Can get painting by id","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canGetPaintingByIdTest"
"","12440","Check displayed empty filtered list container if artist not founded by query","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldDisplayArtistAfterFilteringByNameTest"
"","6","Returns Optional.empty() if search museum by unknown title","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canGetEmptyMuseumByUnknownTitleTest"
"","11","Throws exception if CountryCode = EMPTY","","2026-06-01","passed","2026-06-01","","[API] Countries tests","org.rococo.tests.tests.api.CountryApiTest","shouldThrowExceptionIfCountryCodeIsEmptyTest"
"","213","Can not create artist with exists name","","2026-06-01","passed","2026-06-01","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canNotCreateArtistWithExistsNameTest"
"","468","Can not update museum name to exist","","2026-06-01","passed","2026-06-01","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","canNotUpdateMuseumTitleToExistTest"
"","90","Should returns BAD_REQUEST if register with invalid length username Case: username length = 0","","2026-06-01","passed","2026-06-01","","[API] Registration tests","org.rococo.tests.tests.api.RegistrationApiTests","shouldReturnBadRequestIfUsernameLengthInvalidTest"
"","21146","Check museum creates if data length is valid Case: [min]","","2026-06-01","broken","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldCreateMuseumWithValidLengthDataTest"
"","392","Can update user","","2026-06-01","passed","2026-06-01","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canUpdateUserTest"
"","7243","Check errors visible on add new artist form if fields have greater than max characters length Case: [1]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldDisplayErrorsOnAddAristFormIfArtistFieldsHaveGreaterThanMaxLengthTest"
"","9718","Check painting updates if data length is valid Case: [min]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldUpdatePaintingWithValidLengthDataTest"
"","567","Can get all user","","2026-06-01","passed","2026-06-01","","[GRPC] Users tests","org.rococo.tests.tests.fake.grpc.UserGrpcTest","canGetAllUsersTest"
"","5488","Check errors displayed if password has invalid pattern Case: [password not contains special symbols]","","2026-06-01","passed","2026-06-01","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfPasswordHasInvalidPatternTest"
"","588","Can update painting","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canUpdatePaintingTest"
"","52","Returns Optional.empty() if search user by unknown username","","2026-06-01","passed","2026-06-01","","[GRPC] Users tests","org.rococo.tests.tests.fake.grpc.UserGrpcTest","canGetEmptyUserByUnknownUsernameTest"
"","519","Can get user by username","","2026-06-01","passed","2026-06-01","","[API] Users tests","org.rococo.tests.tests.api.UserApiTest","canGetUserByUsername"
"","950","Can not update painting name to exist","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canNotUpdatePaintingNameToExistTest"
"","5104","Check errors displayed if registration data has invalid length Case: [max + 10]","","2026-06-01","passed","2026-06-01","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfRegistrationDataLengthIsInvalidTest"
"","431","Can not update painting with unknown artist","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canNotUpdatePaintingWithUnknownArtistTest"
"","370","Can update artist","","2026-06-01","passed","2026-06-01","","[API] Artists tests","org.rococo.tests.tests.api.ArtistApiTest","canUpdateArtistTest"
"","716","Can not update painting with unknown museum","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canNotUpdatePaintingWithUnknownMuseumTest"
"","4","Returns Optional.empty() if search user by unknown id","","2026-06-01","passed","2026-06-01","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canGetEmptyUserByUnknownIdTest"
"","12961","Check painting updates if data length is valid Case: [max]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldUpdatePaintingWithValidLengthDataTest"
"","9451","Should add new painting with correct data","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldAddPaintingWithCorrectDataTest"
"","12131","Check errors visible on add new museum form if fields have greater than max characters length Case: [1]","","2026-06-01","broken","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldDisplayErrorsOnAddAristFormIfMuseumFieldsHaveGreaterThanMaxLengthTest"
"","410","Can delete museum","","2026-06-01","failed","2026-06-01","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canDeleteMuseumTest"
"","5307","Check errors displayed if username has invalid pattern Case: [username contains multiple specials in a row]","","2026-06-01","passed","2026-06-01","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfUsernameHasInvalidPatternTest"
"","520","Returns Optional.empty() if search user by unknown username","","2026-06-01","passed","2026-06-01","","[API] Users tests","org.rococo.tests.tests.api.UserApiTest","canGetEmptyUserByUnknownUsernameTest"
"","6","Returns Optional.empty() if search museum by unknown id","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canGetEmptyMuseumByUnknownIdTest"
"","9824","Check errors visible on add new painting form if fields have greater than max characters length Case: [min - 1]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldDisplayErrorsOnAddAristFormIfPaintingFieldsHaveGreaterThanMaxLengthTest"
"","8872","Check errors visible on add new painting form if image has invalid format","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldDisplayErrorOnAddPaintingFormWhenUploadingInvalidImageFormat"
"","3093","Should not register if password and confirmation password not equals","","2026-06-01","passed","2026-06-01","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldNotRegisterIfPasswordAndConfirmationPasswordNotEqualsTest"
"","393","Should returns BAD_REQUEST if password and confirmPassword mismatch","","2026-06-01","passed","2026-06-01","","[API] Registration tests","org.rococo.tests.tests.api.RegistrationApiTests","shouldReturnBadRequestIfPasswordAndConfirmPasswordMismatchTest"
"","474","Can delete painting","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canDeletePaintingTest"
"","4363","Should login by correct credentials","","2026-06-01","passed","2026-06-01","","[WEB] Login tests","org.rococo.tests.tests.web.LoginWebTest","shouldLoginWithCorrectCredentialsTest"
"","644","Can get all user","","2026-06-01","passed","2026-06-01","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canGetAllUsersTest"
"","481","Can get all museum","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canGetAllMuseumsTest"
"","393","Can delete artist","","2026-06-01","passed","2026-06-01","","[API] Artists tests","org.rococo.tests.tests.api.ArtistApiTest","canDeleteArtistTest"
"","13469","Check artist creates if data length is valid Case: [max]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldCreateArtistWithValidLengthDataTest"
"","14067","Should add new museum with correct data","","2026-06-01","passed","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldAddMuseumWithCorrectDataTest"
"","7484","Check errors visible on add new artist form if fields have greater than max characters length Case: [max + 1]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldDisplayErrorsOnAddAristFormIfArtistFieldsHaveGreaterThanMaxLengthTest"
"","70","Should throw CountryNotFoundException if update museum with unknown country","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","shouldThrowCountryNotFoundExceptionIfUpdateMuseumWithUnknownCountryTest"
"","3706","Should not login by incorrect credentials","","2026-06-01","passed","2026-06-01","","[WEB] Login tests","org.rococo.tests.tests.web.LoginWebTest","shouldDisplayBadCredentialsErrorIfPasswordIsIncorrectTest"
"","257","Can get user by id","","2026-06-01","passed","2026-06-01","","[GRPC] Users tests","org.rococo.tests.tests.fake.grpc.UserGrpcTest","canGetUserByIdTest"
"","9781","Check errors visible on update painting form if fields have greater than max characters length Case: [1]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldVisibleErrorsOnPaintingUpdateFormIfPaintingFieldsHaveGreaterThanMaxLengthTest"
"","171","Can delete artist","","2026-06-01","passed","2026-06-01","","[GRPC] Artists tests","org.rococo.tests.tests.fake.grpc.ArtistGrpcTest","canDeleteArtistTest"
"","75","Returns Optional.empty() if search user by unknown id","","2026-06-01","passed","2026-06-01","","[API] Users tests","org.rococo.tests.tests.api.UserApiTest","canGetEmptyUserByUnknownIdTest"
"","60","Returns Optional.empty() if search museum by unknown title","","2026-06-01","passed","2026-06-01","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","canGetEmptyMuseumByUnknownTitleTest"
"","362","Can not create museum if country not found","","2026-06-01","passed","2026-06-01","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canNotCreateMuseumIfCountryNotExistsTest"
"","162","Can delete museum","","2026-06-01","passed","2026-06-01","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","canDeleteMuseumTest"
"","20503","Check errors visible on add new museum form if fields have greater than max characters length Case: [max + 10]","","2026-06-01","broken","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldDisplayErrorsOnAddAristFormIfMuseumFieldsHaveGreaterThanMaxLengthTest"
"","1864","Can get all paintings","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canGetAllPaintingsTest"
"","169","Should returns BAD_REQUEST if register with invalid length username Case: username length = 31","","2026-06-01","passed","2026-06-01","","[API] Registration tests","org.rococo.tests.tests.api.RegistrationApiTests","shouldReturnBadRequestIfUsernameLengthInvalidTest"
"","413","Can login user with valid data","","2026-06-01","passed","2026-06-01","","[API] Login tests","org.rococo.tests.tests.api.LoginApiTests","canLoginUserWithValidDataTest"
"","1247","Can update painting","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canUpdatePaintingTest"
"","436","Can not create painting with unknown museum","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canNotCreatePaintingWithUnknownMuseumTest"
"","614","Can create painting","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canCreatePaintingTest"
"","10","Returns Optional.empty() if search artist by unknown name","","2026-06-01","passed","2026-06-01","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canGetEmptyArtistByUnknownNameTest"
"","436","Can get all countries","","2026-06-01","passed","2026-06-01","","[API] Countries tests","org.rococo.tests.tests.api.CountryApiTest","canGetAllCountriesTest"
"","169","Can get museum by id","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canGetMuseumByIdTest"
"","175","Can get artist by id","","2026-06-01","passed","2026-06-01","","[GRPC] Artists tests","org.rococo.tests.tests.fake.grpc.ArtistGrpcTest","canGetArtistByIdTest"
"","12","Can get country by id","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.CountryDbTest","canGetCountryByIdTest"
"","441","Can create painting","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canCreatePaintingTest"
"","879","Can get painting by title","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetPaintingByTitle"
"","147","Can get artist by name","","2026-06-01","passed","2026-06-01","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canGetArtistByName"
"","12855","Check artist creates if data length is valid Case: [min]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldCreateArtistWithValidLengthDataTest"
"","416","Can not create painting with exists name","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canNotCreatePaintingWithExistsNameTest"
"","499","Can create painting","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canCreatePaintingTest"
"","1015","Can not update museum if country not found","","2026-06-01","passed","2026-06-01","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canNotUpdateMuseumIfCountryNotExistsTest"
"","17618","Check errors visible on add new painting form if fields have greater than max characters length Case: [1]","","2026-06-01","broken","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldDisplayErrorsOnAddAristFormIfPaintingFieldsHaveGreaterThanMaxLengthTest"
"","3","Returns Optional.empty() if search country by unknown country code","","2026-06-01","passed","2026-06-01","","[API] Countries tests","org.rococo.tests.tests.api.CountryApiTest","canGetEmptyCountryByUnknownCountryCodeTest"
"","638","Can not create painting with exists name","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canNotCreatePaintingWithExistsNameTest"
"","507","Can get all artist","","2026-06-01","passed","2026-06-01","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canGetAllArtistsTest"
"","803","Can get all paintings","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canGetAllPaintingsTest"
"","821","Can not create painting with exists name","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canNotCreatePaintingWithExistsNameTest"
"","15426","Check painting creates if data length is valid Case: [max]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldCreatePaintingWithValidLengthDataTest"
"","852","Can get all artist","","2026-06-01","passed","2026-06-01","","[API] Artists tests","org.rococo.tests.tests.api.ArtistApiTest","canGetAllArtistsTest"
"","12843","Should add new artist with correct data","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldAddArtistWithCorrectDataTest"
"","819","Can get painting by title","","2026-06-01","passed","2026-06-01","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canGetPaintingByTitle"
"","142","Should throw CountryNotFoundException if create museum with unknown country","","2026-06-01","passed","2026-06-01","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","shouldThrowCountryNotFoundExceptionIfCreateMuseumWithUnknownCountryTest"
"","33","Returns Optional.empty() if search museum by unknown id","","2026-06-01","passed","2026-06-01","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","canGetEmptyMuseumByUnknownIdTest"
"","12540","Check errors visible on update painting form if fields have greater than max characters length Case: [max + 1]","","2026-06-01","failed","2026-06-01","","[WEB] Paintings tests","org.rococo.tests.tests.web.PaintingsWebTests","shouldVisibleErrorsOnPaintingUpdateFormIfPaintingFieldsHaveGreaterThanMaxLengthTest"
"","30","Returns Optional.empty() if search painting by unknown id","","2026-06-01","passed","2026-06-01","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetEmptyPaintingByUnknownIdTest"
"","11408","Check errors visible on add new museum form if fields have greater than max characters length Case: [max + 1]","","2026-06-01","passed","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldDisplayErrorsOnAddAristFormIfMuseumFieldsHaveGreaterThanMaxLengthTest"
"","57","Should throw CountryNotFoundException if create museum with unknown country","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","shouldThrowCountryNotFoundExceptionIfCreateMuseumWithUnknownCountryTest"
"","9877","Check error displayed on update museum form when uploading image with invalid format","","2026-06-01","passed","2026-06-01","","[WEB] Museums tests","org.rococo.tests.tests.web.MuseumsWebTest","shouldDisplayErrorOnUpdateMuseumFormWhenUploadingInvalidImageFormat"
"","276","Can not create painting with unknown artist","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canNotCreatePaintingWithUnknownArtistTest"
"","247","Can create user","","2026-06-01","passed","2026-06-01","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canCreateUserTest"
"","260","Can get artist by id","","2026-06-01","passed","2026-06-01","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canGetArtistByIdTest"
"","69","Can create museum","","2026-06-01","passed","2026-06-01","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canCreateMuseumTest"
"","12870","Check errors visible on update artist form if fields have greater than max characters length Case: [max + 1]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldVisibleErrorsOnArtistUpdateFormIfArtistFieldsHaveGreaterThanMaxLengthTest"
"","331","Can get country by code","","2026-06-01","passed","2026-06-01","","[API] Countries tests","org.rococo.tests.tests.api.CountryApiTest","canGetCountryByCodeTest"
"","4585","Should log out","","2026-06-01","passed","2026-06-01","","[WEB] Login tests","org.rococo.tests.tests.web.LoginWebTest","canLogOutTest"
"","270","Can create museum","","2026-06-01","passed","2026-06-01","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","canCreateMuseumTest"
"","21","Returns Optional.empty() if search artist by unknown name","","2026-06-01","passed","2026-06-01","","[GRPC] Artists tests","org.rococo.tests.tests.fake.grpc.ArtistGrpcTest","canGetEmptyArtistByUnknownNameTest"
"","499","Can get painting by id","","2026-06-01","passed","2026-06-01","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canGetPaintingByIdTest"
"","9466","Check errors visible on update artist form if fields have greater than max characters length Case: [1]","","2026-06-01","passed","2026-06-01","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldVisibleErrorsOnArtistUpdateFormIfArtistFieldsHaveGreaterThanMaxLengthTest"
"","416","Can not create user with exists username","","2026-06-01","passed","2026-06-01","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canNotCreateUserWithExistsUsernameTest"
